,epoch,D_loss,G_loss,MI,SepalLengthCm_D_ks,SepalWidthCm_D_ks,PetalLengthCm_D_ks,PetalWidthCm_D_ks,SepalLengthCm_p_value,SepalWidthCm_p_value,PetalLengthCm_p_value,PetalWidthCm_p_value,time,Corr/code0-SepalLengthCm,Corr/code0-SepalWidthCm,Corr/code0-PetalLengthCm,Corr/code0-PetalWidthCm,Corr/code1-SepalLengthCm,Corr/code1-SepalWidthCm,Corr/code1-PetalLengthCm,Corr/code1-PetalWidthCm
0,49,0.5294639782181808,-0.47365163639187813,0.2142746640103204,0.07675595238095238,0.11097222222222222,0.23166666666666666,0.19846230158730158,0.009332937106622679,2.7834328450209598e-05,1.2284821794363046e-21,5.546131238956658e-16,132188,-0.26112900033657405,-0.7535986493585973,-0.12264652662355473,0.08719474670388781,-0.09294639790938042,0.18885494725158047,-0.10856673817129517,-0.16829554803459412
0,50,0.28029072949928896,-0.2574773385588612,0.26002985225724323,0.22837301587301587,0.19081349206349207,0.25509920634920635,0.2542063492063492,4.8316561490269375e-21,8.453410219589271e-15,3.38604489289235e-26,4.883950173822488e-26,132413,-0.2935783216633428,-0.7975953358328663,-0.09732500529650844,0.16136675766804895,-0.08655460126310408,0.159888942521178,-0.10643687380375369,-0.16710690160927227
0,51,0.4836904449122293,-0.44578557062361923,0.22652586223557591,0.2162202380952381,0.24764384920634921,0.14270833333333333,0.14375,6.631937930247844e-19,1.0404101111439027e-24,1.8720530568868964e-08,1.4326413132380352e-08,146647,-0.27501876282913784,-0.7988040678164159,-0.01712032150790545,0.18229213364423236,-0.018589558579398976,0.09399098617368648,-0.03264249574687781,-0.0772171354058311
0,52,0.3869566358625889,-0.35532512702047825,0.2702527808557664,0.22324900793650793,0.15103174603174604,0.2753621031746032,0.2783779761904762,4.070831219974497e-20,2.0723291681312814e-09,1.5787631004019333e-30,3.8738152893432026e-31,146880,-0.33800908799648105,-0.750715328067644,0.0034889518991611163,0.1930945851331599,-0.07017819218649836,0.20306384519376233,-0.13999830542590946,-0.18109646204955224
0,53,0.37798096691923483,-0.3487157736505781,0.23165820598868386,0.16717261904761904,0.2337996031746032,0.262078373015873,0.1580952380952381,1.906179888825095e-11,5.147912047602561e-22,1.1728541974770542e-27,2.842474324564107e-10,147142,-0.3954433459123745,-0.6604584919868033,0.02962416467051019,0.28942674759736886,-0.04611562076011703,0.19723932456123497,-0.12277681728054926,-0.16853841684909443
0,54,0.5074031161410468,-0.4580650446670396,0.2213919817336968,0.11631944444444445,0.05202876984126984,0.18386904761904763,0.1677232142857143,9.249847278855451e-06,0.16731894277680615,9.166935471444416e-14,1.6588312698269948e-11,147388,-0.43641029588148167,-0.6789549339532418,0.015984326934009536,0.337749371987438,-0.03436635124551457,0.20280404910675803,-0.11175595143206044,-0.18494030624172944
0,55,0.3377714694610664,-0.28527602014530984,0.28164664057216476,0.20730654761904763,0.3599503968253968,0.2184672619047619,0.14044146825396825,2.101612097036528e-17,2.5834773534714584e-52,2.700977145973348e-19,3.3585344984142776e-08,147625,-0.45981349265524335,-0.8136281211147892,0.012169537447806406,0.2944286815181026,-0.019257461576117654,0.19136125523007805,-0.10645576739092606,-0.14223450667466228
0,56,0.6418569229011025,-0.575815150514245,0.2357132096907922,0.2704861111111111,0.22152281746031746,0.256359126984127,0.1225843253968254,2.2169970451884313e-29,8.632196141718055e-20,1.775042263707909e-26,2.3823713682333535e-06,162110,-0.45917728626310617,-0.6129748756974337,0.17460617156692276,0.37448552670588553,-0.04562897365390386,0.17180086706709602,-0.14958255967595138,-0.14976557251387687
0,57,0.26660284985389027,-0.23941580365811074,0.1801024227003966,0.26148809523809524,0.2209920634920635,0.3075297619047619,0.11842261904761905,1.8497802396342752e-27,1.0095781359364208e-19,4.4564113926273256e-38,5.9073658431229894e-06,162324,-0.4528926422564655,-0.5381624647810933,0.22438231604114195,0.4117699726990812,-0.09459062082097096,0.2052758458787591,-0.16826664828475985,-0.16248593291209645
0,58,0.41671988607517313,-0.3602506664714643,0.19740650629890816,0.17827380952380953,0.2022420634920635,0.2330357142857143,0.10137896825396825,5.833555272405809e-13,1.4940590871974488e-16,6.432583609770473e-22,0.0001759973698483237,162544,-0.43606781679179657,-0.5511112272999366,0.23753783551753715,0.4423626415418529,-0.048740952383573656,0.23185570601654287,-0.12190767192051165,-0.11546764780072587
